invoiceID,clientID,businessName,service,amountUSD,taxRate,discountPercent,status,dateUpdated,timeUpdated,taxAmount,discountAmount,finalTotal
7e24ea45-f40e-49b8-b7c3-fe319731329f,8,"Jordan, Carrillo and Lewis",Development,932,8.0,5,Pending,2000-10-16,19:46:23,74.56,46.6,959.96
a9e9baa9-d6c8-4973-994e-4104eb3bf931,9,Martin-Wood,Consulting,573,8.0,0,Pending,1970-02-05,11:38:16,45.84,0.0,618.84
7e1d139b-5d77-4d87-89c8-f08c7d2d3f2e,9,Martin-Wood,Consulting,958,8.0,10,Overdue,2000-07-17,04:27:24,76.64,95.8,938.84
e71fef7f-e1b6-47c0-bab3-0e584bb3a9fb,9,Martin-Wood,Design,166,8.0,0,Overdue,2020-08-25,07:02:28,13.28,0.0,179.28
3660be35-293c-448f-8b4c-d08b36999c73,10,Hall-Campbell,Consulting,413,8.0,10,Pending,2023-08-28,00:08:13,33.04,41.3,404.74
6ea3e1a8-5f92-4a5d-9ab7-ace33c9cfc2e,10,Hall-Campbell,Design,146,8.0,5,Paid,2012-05-04,05:10:22,11.68,7.3,150.38
69a162b2-bff9-4dbb-a884-b7a0e4c70281,10,Hall-Campbell,Development,726,8.0,0,Pending,2024-08-07,10:15:30,58.08,0.0,784.08
22ea68aa-c27c-4ba9-b736-475984adb95a,10,Hall-Campbell,Design,947,8.0,15,Overdue,2016-01-27,06:18:50,75.76,142.05,880.71
76d9b09b-74b5-4ee4-bf43-8719ec4dc4b1,11,Blackwell-Ramos,Consulting,938,8.0,10,Overdue,1980-07-08,22:13:30,75.04,93.8,919.24
905ebea2-7798-4c09-a631-63f278b3f80d,12,Lynch Ltd,Consulting,621,8.0,5,Pending,2015-03-30,16:09:59,49.68,31.05,639.63
91f5f0fb-65d3-402f-ad77-c10b20306385,12,Lynch Ltd,Design,886,8.0,0,Pending,2008-07-06,22:20:04,70.88,0.0,956.88
3800df5f-7499-46ae-a39b-ccb13c4a6d05,12,Lynch Ltd,Design,589,8.0,0,Paid,1990-02-02,20:09:56,47.12,0.0,636.12
df5a7b1c-8155-4378-bd03-f5d2a37cee1e,12,Lynch Ltd,Consulting,257,8.0,5,Paid,2014-06-07,14:26:22,20.56,12.85,264.71
c3d8c9af-a850-4f51-8464-0d43efce6b9c,12,Lynch Ltd,Development,478,8.0,0,Paid,1989-05-24,16:00:01,38.24,0.0,516.24
27a9d913-ecb1-404a-8cb6-fff8e3de236f,13,Ortiz Group,Design,151,8.0,15,Paid,2022-04-16,21:29:44,12.08,22.65,140.43
4980425b-cfed-47ec-a8e3-5703a933ade1,13,Ortiz Group,Consulting,205,8.0,0,Pending,2000-04-14,04:45:58,16.4,0.0,221.4
160c99a4-a4a9-450e-b9e9-1a8cacae230c,13,Ortiz Group,Consulting,409,8.0,10,Pending,1980-03-24,09:52:55,32.72,40.9,400.82
c9b15769-9cc2-4ce5-bf02-0f40b967de5a,13,Ortiz Group,Consulting,988,8.0,5,Overdue,2013-12-03,14:25:05,79.04,49.4,1017.64
08f47999-4198-4a74-991c-f7e285c322c1,13,Ortiz Group,Development,951,8.0,0,Pending,1976-05-15,09:15:50,76.08,0.0,1027.08
975fc433-5fd8-4c4f-a5d0-862a4aa69623,14,Daugherty-Price,Consulting,552,8.0,5,Pending,1987-11-28,22:22:14,44.16,27.6,568.56
4790afee-d7a4-4a28-8925-5f54f9544e73,15,Stephenson Group,Development,861,8.0,15,Paid,2015-01-15,20:27:06,68.88,129.15,800.73
70e51b43-c653-4a45-b722-3a80f422d11c,15,Stephenson Group,Design,432,8.0,0,Overdue,2006-03-30,09:02:26,34.56,0.0,466.56
91ad941c-cf35-46cd-bbbc-c5b24baa1c68,15,Stephenson Group,Consulting,767,8.0,10,Paid,1993-10-11,12:16:44,61.36,76.7,751.66
960b7dfb-7598-4f73-8ce9-0cf7225831e8,16,Martin LLC,Design,952,8.0,5,Paid,1991-07-12,02:52:08,76.16,47.6,980.56
f12c8427-db40-4bfe-8f17-26c0a3526cd5,16,Martin LLC,Design,167,8.0,0,Paid,2003-09-21,08:34:49,13.36,0.0,180.36
7c14d115-cd5a-4e98-82a7-4068b84647ba,16,Martin LLC,Design,988,8.0,5,Pending,1975-01-06,04:39:44,79.04,49.4,1017.64
6545b927-a88c-4ab6-ba55-aec9c0e7f7d0,16,Martin LLC,Development,742,8.0,5,Pending,2017-08-02,14:41:39,59.36,37.1,764.26
5da29d5d-d341-4817-96b7-b367edb81d1f,16,Martin LLC,Consulting,312,8.0,5,Overdue,1984-10-28,22:05:50,24.96,15.6,321.36
68500571-e813-4f52-88a5-8d56e737a431,17,Murray-Duncan,Development,551,8.0,10,Overdue,1984-07-07,09:27:31,44.08,55.1,539.98
b40ce47c-9b2f-4b83-8c35-7342c7cff692,17,Murray-Duncan,Design,723,8.0,5,Paid,2015-06-18,17:09:39,57.84,36.15,744.69
b27f4a2e-ffb3-4969-9fd9-ea119b5e4046,17,Murray-Duncan,Consulting,936,8.0,10,Paid,1996-05-13,00:14:03,74.88,93.6,917.28
03b8f6de-af7f-487e-a0b2-1642f3badc55,17,Murray-Duncan,Design,834,8.0,15,Paid,2008-12-29,20:17:36,66.72,125.1,775.62
4859242c-c2e0-4d6f-bdc0-e3589e217673,17,Murray-Duncan,Design,776,8.0,15,Paid,2015-07-28,07:37:32,62.08,116.4,721.68
d4699314-48bf-492f-a9e6-25101685159c,18,Simmons-Hess,Design,736,8.0,5,Overdue,1980-02-13,09:58:01,58.88,36.8,758.08
242f5079-06fd-4079-b8db-25838ab0b5c0,18,Simmons-Hess,Development,811,8.0,15,Overdue,2006-03-02,13:17:34,64.88,121.65,754.23
06e5a240-1ab5-41d3-a554-78320f03fefd,18,Simmons-Hess,Development,115,8.0,0,Paid,1983-07-14,11:24:58,9.2,0.0,124.2
154058ea-e062-4c0f-94da-99cb9710ff4f,18,Simmons-Hess,Development,559,8.0,10,Pending,2016-06-28,07:28:06,44.72,55.9,547.82
34d9856d-aa8b-42b5-809b-faacbbac4f45,18,Simmons-Hess,Consulting,870,8.0,10,Paid,1986-11-01,22:10:57,69.6,87.0,852.6
72b6573f-3c3c-4266-9576-9d2f5b17cc57,19,Thornton-Villanueva,Design,403,8.0,10,Paid,2015-11-26,22:27:11,32.24,40.3,394.94
ee442b81-d869-4f10-8f7f-7e4b8cbd84c7,19,Thornton-Villanueva,Consulting,207,8.0,10,Paid,1973-02-16,10:08:46,16.56,20.7,202.86
d60626d9-76ec-4d99-923d-573261d61bed,19,Thornton-Villanueva,Development,748,8.0,15,Pending,1974-04-02,17:27:11,59.84,112.2,695.64
b0c05276-506b-43b4-b26e-b2c0e9b57166,19,Thornton-Villanueva,Design,822,8.0,10,Paid,2000-06-04,23:52:19,65.76,82.2,805.56
33a1d6c7-d316-4726-b57e-ce8d3bf63ab4,20,Martinez-Underwood,Development,831,8.0,0,Pending,1994-10-29,13:18:52,66.48,0.0,897.48
50033ef9-84c5-44ee-ae63-f2a74b8f60c2,20,Martinez-Underwood,Design,971,8.0,0,Pending,2005-08-27,04:26:50,77.68,0.0,1048.68
6ffc8389-4152-4e63-8267-286c44133050,20,Martinez-Underwood,Consulting,294,8.0,5,Pending,1999-03-17,07:02:51,23.52,14.7,302.82
d79620a5-3f5b-4b81-8c96-7cf08e97eb6d,20,Martinez-Underwood,Design,373,8.0,10,Overdue,1987-03-07,13:26:42,29.84,37.3,365.54
d8fd13ef-6db3-4a4a-bc0c-60fbf6cddd48,21,"Peck, Davis and Smith",Design,441,8.0,0,Pending,1997-03-24,06:43:18,35.28,0.0,476.28
1d353bc2-b99f-465d-9e94-4ffd86d57763,21,"Peck, Davis and Smith",Development,598,8.0,0,Overdue,2023-10-10,18:28:32,47.84,0.0,645.84
4a207561-93d8-43a0-ac8b-6f9def967523,21,"Peck, Davis and Smith",Consulting,558,8.0,10,Overdue,1976-04-25,00:17:59,44.64,55.8,546.84
44128dca-9638-4661-8ecb-dc848f36cecd,21,"Peck, Davis and Smith",Consulting,433,8.0,15,Overdue,2007-02-14,14:02:20,34.64,64.95,402.69
8028f6fd-54f0-4082-a259-933782027df0,21,"Peck, Davis and Smith",Development,670,8.0,5,Overdue,1978-01-26,04:17:13,53.6,33.5,690.1
c4d1f30c-d855-42c5-bd40-d30d2f42ad04,22,Bridges-King,Development,172,8.0,0,Paid,1974-08-17,07:38:05,13.76,0.0,185.76
6ee36b8c-2845-4dd7-8d6f-845b6c9b7fef,22,Bridges-King,Consulting,149,8.0,0,Pending,1979-05-30,08:22:14,11.92,0.0,160.92
b93b3b5d-1766-4654-9cc0-3d4c23994517,22,Bridges-King,Design,378,8.0,10,Paid,1978-06-13,22:11:58,30.24,37.8,370.44
24eef40d-88c9-42d6-acec-2b382d96c31f,22,Bridges-King,Development,774,8.0,5,Overdue,2018-05-24,00:46:13,61.92,38.7,797.22
5cf9e551-adde-4626-a0e1-84163cd865d3,22,Bridges-King,Consulting,838,8.0,15,Overdue,1973-03-14,09:52:13,67.04,125.7,779.34
c0863f0b-c5cb-4760-9825-9f5d388282c4,23,"Phelps, Perez and Pittman",Development,256,8.0,10,Pending,2015-05-27,11:45:53,20.48,25.6,250.88
6ae5b451-0ab0-430c-8295-40476b98bb7b,24,"Alexander, Salazar and Reyes",Development,630,8.0,5,Paid,1984-11-25,10:28:53,50.4,31.5,648.9
e1198f8e-85c8-4e35-bc75-6f2c71ea6c99,24,"Alexander, Salazar and Reyes",Consulting,472,8.0,10,Pending,1989-11-04,03:03:04,37.76,47.2,462.56
bfbd6355-82b8-4a12-a338-fa48d497295d,24,"Alexander, Salazar and Reyes",Consulting,100,8.0,5,Pending,1980-02-12,10:37:01,8.0,5.0,103.0
f0827c64-b47a-4d7a-a8b3-24db668e27b7,24,"Alexander, Salazar and Reyes",Development,558,8.0,0,Pending,2017-12-27,01:03:40,44.64,0.0,602.64
9f362e8d-2d4e-4ce9-85a4-5c7332596dbf,25,"Carson, Rodriguez and Schmitt",Design,112,8.0,0,Overdue,1992-09-29,17:12:29,8.96,0.0,120.96
731ff3a6-9c76-4cee-82c0-7f5219f3df99,26,"Gomez, Munoz and Thompson",Development,555,7.5,5,Paid,1994-01-14,18:02:49,41.62,27.75,568.87
6e2e0fb6-228d-40bb-b4f1-53d578a82d70,26,"Gomez, Munoz and Thompson",Design,208,7.5,10,Overdue,2012-01-06,23:10:01,15.6,20.8,202.8
714ea683-ad9d-49ec-9ad2-e65181ac2198,27,Harding and Sons,Development,186,8.0,5,Overdue,2019-11-07,12:40:15,14.88,9.3,191.58
eaabaaed-483c-47e3-a1cc-a319e683d666,27,Harding and Sons,Design,371,8.0,5,Overdue,1973-01-30,04:39:01,29.68,18.55,382.13
643b680b-e90e-46e1-847b-63f9e338143a,27,Harding and Sons,Development,487,8.0,5,Overdue,1980-08-02,06:17:13,38.96,24.35,501.61
14e6a07a-90e9-40be-b276-2e2e768c98ca,27,Harding and Sons,Development,922,8.0,10,Overdue,1988-12-02,10:12:53,73.76,92.2,903.56
ccce3b68-71bc-4b4d-899b-d33510f04d3d,27,Harding and Sons,Development,719,8.0,0,Paid,1996-08-11,21:03:24,57.52,0.0,776.52
964d867e-5cdb-48a9-aa8f-b4fb4837c180,28,Richards Ltd,Consulting,543,8.0,15,Paid,1975-03-12,23:53:00,43.44,81.45,504.99
1f931808-18f6-4847-84ac-8084d7b74367,29,King Inc,Development,572,8.0,0,Overdue,2024-03-10,00:57:45,45.76,0.0,617.76
4931ac7a-6512-4e67-86d4-be9512196e12,29,King Inc,Design,417,8.0,10,Pending,1972-01-18,22:48:51,33.36,41.7,408.66
f35a231b-5ed8-4726-9dea-74957c725590,29,King Inc,Development,907,8.0,5,Overdue,1972-01-15,16:44:42,72.56,45.35,934.21
1368d6af-02a9-43c4-a21d-e2f85432f5e1,29,King Inc,Design,413,8.0,0,Pending,2018-10-16,07:47:00,33.04,0.0,446.04
06cbc86b-9dd5-483a-a4ee-d64768751457,30,"Rowland, Chambers and Stephens",Consulting,451,8.0,0,Paid,1996-01-31,11:28:08,36.08,0.0,487.08
4c78e1ef-edb3-4dfd-8b8e-15c985160136,30,"Rowland, Chambers and Stephens",Consulting,398,8.0,15,Paid,1983-04-15,15:43:19,31.84,59.7,370.14
d26020d8-b977-490b-9dcd-19bb8c364826,30,"Rowland, Chambers and Stephens",Consulting,592,8.0,15,Paid,1995-03-30,16:27:38,47.36,88.8,550.56
a34c9d2e-7a5a-4ccb-ac5c-ad0a67cc1e47,30,"Rowland, Chambers and Stephens",Development,102,8.0,5,Pending,1973-09-28,21:20:12,8.16,5.1,105.06
4b4b508e-ab31-461a-b7ba-c7d38bc5bde6,30,"Rowland, Chambers and Stephens",Development,924,8.0,5,Overdue,1975-06-17,03:23:25,73.92,46.2,951.72
6e6a997a-05c5-4db5-a9cf-b4fd683b09da,31,Murray PLC,Consulting,942,8.0,0,Pending,1991-09-15,09:38:09,75.36,0.0,1017.36
56350b1b-f2bc-494b-b523-24f4655a6502,32,Cox Group,Design,616,8.0,10,Paid,1989-04-06,15:12:36,49.28,61.6,603.68
3d23d83d-774d-490f-b66f-a48847163bd0,33,"Morris, Andrews and Stuart",Development,688,8.0,15,Overdue,2020-03-14,20:37:56,55.04,103.2,639.84
a92c9474-5668-4caa-8dc6-d66c93817ebc,33,"Morris, Andrews and Stuart",Development,180,8.0,0,Overdue,2012-01-18,03:21:36,14.4,0.0,194.4
7df31bba-b443-4925-b414-74b32fa2a790,33,"Morris, Andrews and Stuart",Development,689,8.0,10,Overdue,2001-12-04,07:51:39,55.12,68.9,675.22
3f4efa8b-cbce-40d3-a999-68b648c783f3,34,Mills-Johnson,Development,319,8.0,0,Paid,1982-01-22,01:51:44,25.52,0.0,344.52
70281a88-b0c2-4b90-8493-8fffdf2fa78a,35,"Barker, Beltran and Stone",Design,683,8.0,15,Overdue,1970-09-21,15:22:20,54.64,102.45,635.19
7cca2eb1-fad5-4dd8-9c44-10b0ac371a9e,35,"Barker, Beltran and Stone",Design,976,8.0,0,Paid,1984-05-31,22:39:16,78.08,0.0,1054.08
8324c4f0-aaa8-4f84-b949-c8047b1bec38,35,"Barker, Beltran and Stone",Development,254,8.0,10,Paid,2016-04-03,15:49:10,20.32,25.4,248.92
d4c476c3-1270-4a4a-b357-ff367abc7a8e,35,"Barker, Beltran and Stone",Design,400,8.0,15,Pending,2024-08-23,09:34:47,32.0,60.0,372.0
698a7950-5897-45fb-8190-fa3f691a57ee,35,"Barker, Beltran and Stone",Consulting,804,8.0,10,Pending,1971-08-18,14:01:30,64.32,80.4,787.92
783acbc3-f87a-4935-a017-691b9ebb77aa,36,"Hoffman, Matthews and Thompson",Development,993,8.0,15,Overdue,2005-07-06,14:12:01,79.44,148.95,923.49
62346c21-e3b9-4b93-807a-e970497b3d51,36,"Hoffman, Matthews and Thompson",Development,671,8.0,5,Pending,1995-01-05,08:41:52,53.68,33.55,691.13
e1b2a2e5-003a-4160-992b-68b579a0f7f1,36,"Hoffman, Matthews and Thompson",Development,493,8.0,5,Overdue,2009-11-08,19:21:00,39.44,24.65,507.79
adfe9f32-86f7-4bcd-8b0d-26793a206d48,36,"Hoffman, Matthews and Thompson",Design,959,8.0,15,Overdue,2008-03-06,09:37:12,76.72,143.85,891.87
4bafe9e9-4be2-4b9a-a8b3-bd3d67c5bb0b,37,Abbott-Lynch,Design,917,8.0,15,Paid,2014-10-21,15:25:58,73.36,137.55,852.81
c7d1b14a-fea5-4a6a-a927-d03799ae46e9,37,Abbott-Lynch,Design,229,8.0,15,Pending,1970-11-02,13:30:37,18.32,34.35,212.97
fd22d8e1-b7b3-441d-924c-67cfad10e175,38,"Rodriguez, Kelly and Arnold",Design,998,8.0,0,Paid,2000-05-30,06:20:13,79.84,0.0,1077.84
ddf45632-93ef-443b-b855-4e771a87fabe,39,Adams-Keith,Consulting,998,8.0,0,Pending,2010-03-09,01:45:42,79.84,0.0,1077.84
0d7e9dce-89b0-4a6a-accd-cf7f28f42c13,39,Adams-Keith,Consulting,978,8.0,10,Overdue,2014-03-06,03:03:34,78.24,97.8,958.44
fc9aa81a-de00-4cc1-bd2a-b80dbf3221fe,40,Hoffman Ltd,Development,558,8.0,5,Overdue,2008-11-01,08:28:27,44.64,27.9,574.74
2a07ac93-5485-4da0-a7b8-af78201a148d,40,Hoffman Ltd,Development,320,8.0,5,Pending,2015-04-21,18:05:37,25.6,16.0,329.6
8612c7f1-ca3e-41ed-961e-83d4cb658552,40,Hoffman Ltd,Development,597,8.0,5,Pending,1981-06-17,14:39:42,47.76,29.85,614.91
7d0a868f-8541-4c19-a6ab-8f09f5e90849,41,Murphy Group,Development,465,8.0,10,Pending,2000-09-15,03:22:07,37.2,46.5,455.7
6167024f-45cb-4121-8ad0-a44a03dd3cdb,42,Hansen Inc,Consulting,778,8.0,5,Paid,2001-11-27,00:34:35,62.24,38.9,801.34
b2cf84ce-35a6-4e8f-a262-300a598d59a6,42,Hansen Inc,Consulting,955,8.0,10,Paid,2014-09-25,15:16:13,76.4,95.5,935.9
ecc02644-7fae-4bc2-a126-5e2bd19d66dd,42,Hansen Inc,Consulting,821,8.0,5,Paid,2010-08-04,17:44:24,65.68,41.05,845.63
c2401305-8263-4a02-b679-0b73c990f72f,42,Hansen Inc,Development,260,8.0,0,Overdue,1986-06-24,12:02:43,20.8,0.0,280.8
a403fb12-1ea4-40b7-8ec4-aacb8ceb9cae,42,Hansen Inc,Design,289,8.0,0,Pending,2020-12-13,13:04:47,23.12,0.0,312.12
f54e1caf-2c84-4753-a244-6980e19ca952,43,"Johnson, Armstrong and House",Development,793,8.0,0,Pending,2003-04-26,06:01:57,63.44,0.0,856.44
654724c0-fe71-4e37-b55c-ada8d13065f9,43,"Johnson, Armstrong and House",Design,875,8.0,15,Overdue,2006-08-30,03:07:19,70.0,131.25,813.75
1a983e2e-41f9-4730-8f7a-afca7bfc3169,43,"Johnson, Armstrong and House",Consulting,797,8.0,0,Paid,1974-09-05,15:47:53,63.76,0.0,860.76
7ec21de6-f63c-49be-973b-43373ba88c42,43,"Johnson, Armstrong and House",Development,427,8.0,5,Pending,2008-09-18,17:01:13,34.16,21.35,439.81
bd2c7e55-3cc3-4980-861c-1f75ec40fadb,43,"Johnson, Armstrong and House",Consulting,528,8.0,10,Overdue,2001-11-03,12:45:17,42.24,52.8,517.44
2fdb4b41-8495-46fc-a1d2-cde87a34a930,44,"Gibson, Long and Frye",Consulting,407,8.0,15,Pending,1987-09-24,00:10:55,32.56,61.05,378.51
d1196cc5-75eb-456f-9557-19cc4f753ba5,44,"Gibson, Long and Frye",Development,994,8.0,10,Pending,2010-09-15,18:03:33,79.52,99.4,974.12
23bb8153-7cae-49c1-bb13-1ff421ae5643,44,"Gibson, Long and Frye",Design,142,8.0,10,Overdue,1989-11-20,03:49:41,11.36,14.2,139.16
1562cd15-f609-48ce-9ce9-8f7f9748e136,44,"Gibson, Long and Frye",Design,551,8.0,0,Paid,1979-11-22,21:33:33,44.08,0.0,595.08
9b2c4342-917d-4b62-a600-6d2b55baa90a,44,"Gibson, Long and Frye",Development,915,8.0,15,Pending,2008-02-02,00:51:04,73.2,137.25,850.95
7ac712de-da75-472f-a86d-42632085d7ba,45,"Mercado, Barrett and Lopez",Design,955,8.0,15,Pending,1981-09-02,14:34:01,76.4,143.25,888.15
96e27a64-c9d0-484c-b427-0848b07b696b,45,"Mercado, Barrett and Lopez",Development,957,8.0,5,Pending,2002-07-29,05:07:55,76.56,47.85,985.71
6b1fe2f4-262e-4315-a6d1-1b6db191fb7a,46,King LLC,Consulting,510,8.0,5,Pending,2023-09-30,20:54:15,40.8,25.5,525.3
95c7bff6-46eb-4f6f-a5c2-6dfecad4129d,47,"Owens, Wood and Scott",Consulting,855,8.0,0,Paid,2007-02-02,03:21:35,68.4,0.0,923.4
9f507339-7749-4f17-b9fb-bb11d5f16fa6,47,"Owens, Wood and Scott",Design,465,8.0,15,Pending,1972-06-18,06:55:39,37.2,69.75,432.45
d3b00e45-262a-4e47-b3f3-83521b87b932,47,"Owens, Wood and Scott",Consulting,295,8.0,0,Overdue,1982-09-14,02:02:08,23.6,0.0,318.6
bb549aa5-c26a-4483-ba16-e436045faa4e,47,"Owens, Wood and Scott",Development,700,8.0,10,Pending,1978-02-17,16:47:59,56.0,70.0,686.0
5c0cb2d4-9bcc-4532-85f5-12cec508ac56,48,Koch Group,Development,639,8.0,0,Pending,1977-09-24,11:52:39,51.12,0.0,690.12
cd3121e0-556f-4c8c-affb-301fd708c624,49,Gill and Sons,Consulting,174,8.0,10,Overdue,1974-12-16,13:40:29,13.92,17.4,170.52
66cbcb09-5c18-4428-a22e-5cbdf1ef87d8,49,Gill and Sons,Consulting,429,8.0,0,Paid,2012-05-09,13:01:10,34.32,0.0,463.32
b6bdfd8b-f7ed-4546-af6a-05eca8f59e07,49,Gill and Sons,Consulting,151,8.0,15,Pending,1986-07-21,09:42:25,12.08,22.65,140.43
7314270b-b5d1-4cce-baac-e624c3a7598c,49,Gill and Sons,Design,426,8.0,15,Pending,1979-01-18,10:09:18,34.08,63.9,396.18
6bb8f4a1-3085-4ce1-954d-754d87685d92,50,"Todd, Blackburn and Williams",Design,244,8.0,0,Pending,1984-01-19,13:59:07,19.52,0.0,263.52
4ad8fe82-1e47-4f5d-af92-6a6b66603013,50,"Todd, Blackburn and Williams",Consulting,436,8.0,5,Paid,1995-04-25,13:54:42,34.88,21.8,449.08
f75f6c62-2339-435a-a710-8263df2a6ee3,50,"Todd, Blackburn and Williams",Consulting,591,8.0,10,Overdue,1990-04-23,01:16:41,47.28,59.1,579.18
777e888d-d21d-47c7-84e3-6f1066581540,50,"Todd, Blackburn and Williams",Design,693,8.0,5,Pending,2002-09-08,12:24:34,55.44,34.65,713.79
f88e648b-e077-41e2-b40c-dfe9a4035ab3,51,Mccoy-Nguyen,Development,375,8.0,10,Overdue,2020-10-09,09:13:51,30.0,37.5,367.5
b0fec42e-5fef-462e-bcb9-522afe26e637,52,Miller-Simon,Development,308,8.0,10,Overdue,1982-07-01,15:48:13,24.64,30.8,301.84
4b7ea5c8-316b-4d6d-8beb-b732123e0c62,52,Miller-Simon,Consulting,218,8.0,5,Pending,2001-04-17,21:56:09,17.44,10.9,224.54
2f132d5c-3728-4d5c-8fc5-2f53d7ab880d,52,Miller-Simon,Design,318,8.0,15,Paid,2012-06-18,20:46:27,25.44,47.7,295.74
17130ec9-69d9-4a2a-ac7d-52f4207b0312,52,Miller-Simon,Consulting,449,8.0,0,Pending,2004-09-21,16:35:48,35.92,0.0,484.92
e401c61a-e9cb-45a9-86a9-7a57bde4bf0d,52,Miller-Simon,Consulting,145,8.0,10,Overdue,1983-07-05,08:26:51,11.6,14.5,142.1
dd3cf07b-f527-4137-b73d-66e664c2c4d4,53,Zimmerman Ltd,Consulting,879,8.0,5,Overdue,2001-02-27,04:04:12,70.32,43.95,905.37
803807d5-8c28-4c5e-8b90-1604827b6fe7,53,Zimmerman Ltd,Design,214,8.0,5,Pending,2022-07-20,15:49:11,17.12,10.7,220.42
e35f8934-30ba-415c-88ae-04a69386bb8f,53,Zimmerman Ltd,Development,437,8.0,15,Overdue,2016-12-22,23:21:57,34.96,65.55,406.41
b1971c5b-cf1e-4f41-bd0b-85796a8b102a,53,Zimmerman Ltd,Design,735,8.0,15,Paid,1981-12-21,09:54:40,58.8,110.25,683.55
94c33f4b-0a52-48c3-acc5-6f2b39a92058,54,Harper and Sons,Consulting,379,6.0,10,Pending,2023-02-28,02:08:01,22.74,37.9,363.84
3bd59f81-c94f-42e1-928c-817fea88669b,55,"Jackson, Jensen and Hamilton",Development,375,8.0,15,Overdue,2016-03-31,07:09:48,30.0,56.25,348.75
6537341e-d0fe-40a1-8134-3ea3c16bd4af,55,"Jackson, Jensen and Hamilton",Development,139,8.0,5,Paid,2016-12-14,10:11:20,11.12,6.95,143.17
